total_len,psh_rate,up_down_num_rate,up_time_min,down_time_min,up_len_sum,up_len_max,up_len_mean,down_len_max,down_len_mean,label
999,0.25,1,0.000434875,9.54E-07,768,549,128,63,38.5,0
60,0,2,0.042011976,0,40,20,20,20,20,0
1832,0.4,1.142857143,0.00086689,0.006884098,1182,294,147.75,269,92.85714286,0
1899,0.5,1,3.10E-06,0.051936865,1655,1460,827.5,224,122,0
197,0.333333333,0.5,0.000413895,9.54E-07,40,20,20,66,39.25,0
197,0.333333333,0.5,0.000213146,0,40,20,20,66,39.25,0
197,0.333333333,0.5,0.000181198,0,40,20,20,66,39.25,0
269,0.333333333,0.5,0.000128984,9.54E-07,64,32,32,78,51.25,0
197,0.333333333,0.5,0.000380039,9.54E-07,40,20,20,66,39.25,0
60,0,2,0.035118103,0,40,20,20,20,20,0
962,0.333333333,1.25,0.000247002,0.00627017,621,294,124.2,269,85.25,0
194,0.5,1,0.094885826,0.003676891,83,63,41.5,91,55.5,0
279,0.666666667,2,0.125363111,0,84,64,42,195,195,0
1901,0.5,1,9.54E-07,0.044623852,1657,1460,828.5,224,122,0
60,0,2,0.036414146,0,40,20,20,20,20,0
2702,0.428571429,1.1,0.00079298,0.007743835,1743,294,158.4545455,269,95.9,0
999,0.25,1,0.000285864,1.19E-06,768,549,128,63,38.5,0
1350089,0.06888361,0.336507937,4.89E-05,0,15559,295,48.92767296,1472,1412.201058,0
1900,0.5,1,9.54E-07,0.046294928,1656,1460,828,224,122,0
1879897,0.15735768,0.38028169,2.60E-05,0,31345,192,61.10136452,1472,1370.312824,0
279,0.666666667,2,0.126281977,0,84,64,42,195,195,0
194,0.5,1,0.094369173,0.000283003,83,63,41.5,91,55.5,0
60,0,2,0.036427021,0,40,20,20,20,20,0
2702,0.428571429,1.1,0.000802994,0.010731936,1743,294,158.4545455,269,95.9,0
1900,0.5,1,2.86E-06,0.050184965,1656,1460,828,224,122,0
60,0,2,0.039781094,0,40,20,20,20,20,0
1832,0.4,1.142857143,0.00022316,0.005069971,1182,294,147.75,269,92.85714286,0
279,0.666666667,2,0.12595892,0,84,64,42,195,195,0
1900,0.5,1,1.91E-06,0.052541018,1656,1460,828,224,122,0
734590,0.076005961,0.313111546,8.11E-05,0,7168,232,44.8,1472,1423.526419,0
60,0,2,0.039261103,0,40,20,20,20,20,0
2702,0.428571429,1.1,0.000530005,0.005974054,1743,294,158.4545455,269,95.9,0
194,0.5,1,0.121958017,0.018988132,83,63,41.5,91,55.5,0
7756093,0.007973326,0.314405488,4.51E-05,0,54541,204,33.05515152,1472,1467.521341,0
1008,0.222222222,1.25,0.000135899,0.000293016,888,788,177.6,48,30,0
6319,0.3,1,6.51E-05,0,1435,929,143.5,1460,488.4,0
1899,0.5,1,1.19E-06,0.042348862,1655,1460,827.5,224,122,0
60,0,2,0.039913177,0,40,20,20,20,20,0
2702,0.428571429,1.1,0.000178099,0.007253885,1743,294,158.4545455,269,95.9,0
279,0.666666667,2,0.122479916,0,84,64,42,195,195,0
8804501,0.002307138,0.163590604,3.00E-05,0,31422,74,32.22769231,1472,1471.993121,0
5777792,0.004780711,0.230749552,6.70E-05,0,29513,277,32.7195122,1472,1470.524175,0
1899,0.5,1,1.91E-06,0.041235924,1655,1460,827.5,224,122,0
69792,0.407407407,0.607142857,0,0,14538,1460,285.0588235,1472,657.7857143,0
194,0.5,1,0.107442141,0.014853001,83,63,41.5,91,55.5,0
279,0.666666667,2,0.12638998,0,84,64,42,195,195,0
1898,0.5,1,9.54E-07,0.045558929,1654,1460,827,224,122,0
249404,0.316725979,0.331753555,4.72E-05,0,8231,1089,117.5857143,1472,1143,0
41177,0.417910448,0.634146341,4.39E-05,0,3553,1058,136.6538462,1472,917.6585366,0
363782,0.116923077,0.212686567,4.29E-05,0,2968,537,52.07017544,1472,1346.320896,0
8661,0.476190476,0.909090909,6.08E-05,0,1648,701,164.8,1472,637.5454545,0
6995,0.333333333,0.875,0.001049995,9.54E-07,770,537,110,1472,778.125,0
14705,0.571428571,1.1,5.41E-05,0,2865,690,130.2272727,1472,592,0
6975,0.357142857,0.75,0.000527859,0,750,537,125,1472,778.125,0
59841,0.163934426,0.326086957,9.61E-05,0,1519,537,101.2666667,1472,1267.869565,0
180055,0.142857143,0.183823529,0.000166893,0,2301,537,92.04,1472,1307.014706,0
216461,0.141361257,0.186335404,0.000154972,0,2485,537,82.83333333,1472,1329.043478,0
3916,0.482758621,0.933333333,0.000133991,0,1831,540,130.7857143,974,139,0
4187,0.5,0.888888889,0.000381947,0,1950,636,121.875,330,124.2777778,0
11106,0.555555556,1.25,0.000205994,0,3990,648,266,1472,593,0
13120,0.676470588,1.125,0.000211,4.05E-06,6307,584,350.3888889,1472,425.8125,0
9264,0.444444444,0.8,0.000337124,0,1902,1073,237.75,1472,736.2,0
16981,0.457142857,0.944444444,0,0,7697,1480,452.7647059,1472,515.7777778,0
30688,0.358974359,0.625,0.000262022,0,5605,1172,373.6666667,1472,1045.125,0
23560,0.387096774,0.55,0.000257015,0,4337,1172,394.2727273,1472,961.15,0
42506,0.392156863,0.59375,0.00022006,0,9153,1172,481.7368421,1472,1042.28125,0
15041,0.363636364,0.571428571,0.000315905,0,2001,1172,250.125,1472,931.4285714,0
8608,0.3125,0.777777778,0.000727892,9.54E-07,2063,1172,294.7142857,1472,727.2222222,0
8448,0.3125,0.777777778,0.000360966,0,2079,1172,297,1472,707.6666667,0
18427,0.388888889,0.894736842,0,0,10067,1480,592.1764706,1472,440,0
18568,0.421052632,0.9,9.54E-07,0,9927,1480,551.5,1472,432.05,0
14929,0.413793103,0.933333333,9.54E-07,0,6981,1472,498.6428571,1472,529.8666667,0
14344,0.4,1,9.54E-07,0,6413,1472,427.5333333,1472,528.7333333,0
19799,0.444444444,0.894736842,0,0,11225,1472,660.2941176,1472,451.2631579,0
20420,0.444444444,0.894736842,0,0,11845,1472,696.7647059,1472,451.3157895,0
60,0,2,0.049083948,0,40,20,20,20,20,0
2702,0.428571429,1.1,0.000125885,0.001716852,1743,294,158.4545455,269,95.9,0
95659,0.255813953,0.554216867,0,0,19489,1472,423.673913,1472,917.7108434,0
3934,0.357142857,1.8,3.89E-05,0,1713,674,190.3333333,1472,444.2,0
5485,0.428571429,1,0.000329018,9.54E-07,1433,683,204.7142857,1472,578.8571429,0
24665,0.513513514,0.897435897,0.000250101,0,17296,1040,494.1714286,459,188.9487179,0
7887,0.5,1.222222222,0.000290155,9.54E-07,2897,782,263.3636364,1472,554.4444444,0
46572,0.554347826,0.614035088,0.000200033,0,3350,537,95.71428571,1472,758.2807018,0
14554,0.6,0.632653061,8.89E-05,0,8706,1105,280.8387097,612,119.3469388,0
40762,0.245283019,0.432432432,0.000296116,0,1727,622,107.9375,1472,1055,0
4972,0.407407407,0.928571429,9.01E-05,9.54E-07,3731,1317,287,348,88.64285714,0
7792,0.388888889,0.8,0.000232935,0,1825,950,228.125,1472,596.7,0
6108,0.481481481,0.928571429,0.000110149,0,2000,623,153.8461538,1472,293.4285714,0
6018,0.48,0.923076923,0.000133991,0,1660,537,138.3333333,1472,335.2307692,0
14935,0.514285714,0.590909091,0.000241041,0,2025,691,155.7692308,1472,586.8181818,0
20779,0.508474576,0.903225806,0.000275135,0,16644,1216,594.4285714,278,133.3870968,0
31163,0.228571429,0.25,0.000378132,0,1559,822,222.7142857,1432,1057.285714,0
424221,0.148148148,0.191176471,7.99E-05,0,4045,581,62.23076923,1432,1235.811765,0
98935,0.144329897,0.25974026,0.000110149,0,4221,822,211.05,1432,1230.051948,0
396047,0.112947658,0.182410423,0.000118971,0,3484,537,62.21428571,1432,1278.70684,0
64145,0.227272727,0.517241379,9.54E-07,0,10040,1472,334.6666667,1472,932.8448276,0
80409,0.283185841,0.506666667,9.54E-07,0,15793,1472,415.6052632,1472,861.5466667,0
22587,0.5,0.692307692,9.51E-05,0,2964,872,164.6666667,1472,754.7307692,0
24703,0.34,0.612903226,0.000134945,0,2206,622,116.1052632,1472,725.7096774,0
5684,0.5,0.846153846,0.000273943,0,1642,630,149.2727273,1460,310.9230769,0
5224,0.575757576,0.65,0.000282049,0,2205,872,169.6153846,612,150.95,0
61761,0.246575342,0.403846154,7.01E-05,0,2874,739,136.8571429,1472,1132.442308,0
6378,0.448275862,0.933333333,9.61E-05,0,2250,914,160.7142857,1472,275.2,0
7261,0.47826087,0.916666667,0.000264883,0,1675,675,152.2727273,1472,465.5,0
949,0.4,1,0.000313044,0,688,537,137.6,116,52.2,0
5643,0.458333333,0.846153846,0.00018692,0,1630,630,148.1818182,1460,308.6923077,0
949,0.4,1,0.000169992,9.54E-07,688,537,137.6,116,52.2,0
29490,0.406779661,0.638888889,8.20E-05,0,2320,627,100.8695652,1472,754.7222222,0
5566,0.454545455,1,0.000193119,0,3868,1040,351.6363636,459,154.3636364,0
5690,0.48,0.923076923,5.48E-05,0,1648,628,137.3333333,1460,310.9230769,0
1783,0.4,1,0.000293016,0.03412199,823,623,164.6,612,192,0
7021,0.476190476,0.909090909,0.000129938,0,1690,614,169,1472,484.6363636,0
949,0.4,1,0.00016284,0,688,537,137.6,116,52.2,0
5130,0.692307692,2.25,0.078531027,1.004973888,3209,648,356.5555556,748,480.25,0
131,0.2,0.666666667,2.289735079,0,40,20,20,51,30.33333333,0
887304,0.091346154,0.289922481,6.20E-05,0,9841,341,52.62566845,1472,1360.407752,0
152,0.25,1,0.536446095,9.54E-07,64,32,32,56,44,0
152,0.25,1,0.174742937,9.54E-07,64,32,32,56,44,0
152,0.25,1,0.158063889,9.54E-07,64,32,32,56,44,0
152,0.25,1,0.157819033,0.000130892,64,32,32,56,44,0
152,0.25,1,0.157582998,9.54E-07,64,32,32,56,44,0
152,0.25,1,0.15288806,0.000311852,64,32,32,56,44,0
1899,0.5,1,0,0.044591904,1655,1460,827.5,224,122,0
152,0.25,1,0.717195034,0.000248194,64,32,32,56,44,0
152,0.25,1,0.716622829,0.000443935,64,32,32,56,44,0
152,0.25,1,0.6895051,0.000494003,64,32,32,56,44,0
152,0.25,1,0.687127113,0.000254869,64,32,32,56,44,0
152,0.25,1,0.247263193,9.54E-07,64,32,32,56,44,0
152,0.25,1,3.890313148,0.000435829,64,32,32,56,44,0
152,0.25,1,3.889174938,9.54E-07,64,32,32,56,44,0
152,0.25,1,3.623235941,1.19E-06,64,32,32,56,44,0
60,0,2,0.044898987,0,40,20,20,20,20,0
2702,0.428571429,1.1,0.00028801,0.003770828,1743,294,158.4545455,269,95.9,0
5262,0.642857143,1.8,0.074459076,2.012895107,2593,648,288.1111111,748,533.8,0
131,0.2,0.666666667,1.452994823,0,40,20,20,51,30.33333333,0
111,0.25,1,1.913676023,2.15E-06,40,20,20,51,35.5,0
131,0.2,0.666666667,1.880589008,9.54E-07,40,20,20,51,30.33333333,0
279,0.666666667,2,0.124532938,0,84,64,42,195,195,0
137199,0.180555556,0.371428571,8.11E-05,0,2693,322,69.05128205,1472,1281.009524,0
124,0.2,0.666666667,2.479799986,1.19E-06,40,20,20,44,28,0
124,0.2,0.666666667,0.023737907,0,40,20,20,44,28,0
5878,0.714285714,1.8,0.037271023,0.036896944,3209,648,356.5555556,748,533.8,0
194,0.5,1,0.107368946,0.012089014,83,63,41.5,91,55.5,0
2524,0.666666667,1.25,9.49E-05,1.19E-06,525,200,105,967,499.75,0
1900,0.5,1,9.54E-07,0.050299168,1656,1460,828,224,122,0
60,0,2,0.039510965,0,40,20,20,20,20,0
2699,0.428571429,1.1,0.000242949,0.005573034,1743,294,158.4545455,268,95.6,0
60,0,2,0.003646135,0,40,20,20,20,20,0
60,0,2,0.003240108,0,40,20,20,20,20,0
1128,0.375,1,0.000298977,9.54E-07,748,580,187,276,95,0
138,0.2,0.666666667,8.20E-05,0.000253916,40,20,20,58,32.66666667,0
91,0.333333333,0.5,0,7.15E-06,20,20,20,51,35.5,0
131,0.2,0.666666667,1.44715786,9.54E-07,40,20,20,51,30.33333333,0
139,0.2,0.666666667,5.60E-05,0.000152111,40,20,20,59,33,0
96,0,2,0.047924995,0,64,32,32,32,32,0
131,0.2,0.666666667,0.640709877,9.54E-07,40,20,20,51,30.33333333,0
111,0.25,1,0.121208906,0.000986099,40,20,20,51,35.5,0
4482,0.666666667,2,0.082506895,1.006273031,2561,648,320.125,748,480.25,0
4153,0.518518519,0.8,6.89E-05,0,1773,618,147.75,1031,158.6666667,0
104,0.25,1,4.852665901,0.00027895,40,20,20,44,32,0
199,0.2,0.666666667,7.10E-05,0.000187874,64,32,32,71,45,0
869,0.5,1,0.083532095,0.008714914,561,294,187,268,102.6666667,0
199,0.2,0.666666667,4.82E-05,0.000322104,64,32,32,71,45,0
128,0,1,0.010745049,0.046687841,64,32,32,32,32,0
5910,0.666666667,2,0.084073067,0.997482061,3241,648,324.1,748,533.8,0
279,0.666666667,2,0.124927044,0,84,64,42,195,195,0
1900,0.5,1,9.54E-07,0.059291124,1656,1460,828,224,122,0
19315,0.643835616,0.972972973,6.48E-05,0,4027,400,111.8611111,1472,413.1891892,0
5878,0.714285714,1.8,0.036677122,0.036930084,3209,648,356.5555556,748,533.8,0
1128,0.375,1,0.000396013,0.000784874,748,580,187,276,95,0
1406,0.307692308,0.625,0.000863791,0.000324965,302,202,60.4,788,138,0
2214,0.5,1,9.54E-07,0.080830097,1662,1460,831,532,276,0
10838,0.46875,0.777777778,0.000168085,0,2659,1267,189.9285714,1460,454.3888889,0
9338,0.458333333,0.846153846,0.00019598,9.54E-07,1449,538,131.7272727,1472,606.8461538,0
194,0.5,1,0.093156099,9.51E-05,83,63,41.5,91,55.5,0
390214,0.145238095,0.404682274,6.60E-05,0,7122,185,58.85950413,1472,1281.244147,0
5910,0.666666667,2,0.075487137,1.995404005,3241,648,324.1,748,533.8,0
197,0.333333333,0.5,0.000383854,0,40,20,20,66,39.25,0
197,0.333333333,0.5,0.000250101,9.54E-07,40,20,20,66,39.25,0
197,0.333333333,0.5,0.000543833,0,40,20,20,66,39.25,0
197,0.333333333,0.5,4.29E-05,0,40,20,20,66,39.25,0
60,0,2,0.040173054,0,40,20,20,20,20,0
2699,0.428571429,1.1,0.000630856,0.003950119,1743,294,158.4545455,268,95.6,0
131,0.2,0.666666667,0.01708293,1.91E-06,40,20,20,51,30.33333333,0
197,0.333333333,0.5,0.00027895,9.54E-07,40,20,20,66,39.25,0
128,0,1,0.015001059,0.046256065,64,32,32,32,32,0
197,0.333333333,0.5,5.79E-05,1.19E-06,40,20,20,66,39.25,0
197,0.333333333,0.5,0.000123978,0,40,20,20,66,39.25,0
197,0.333333333,0.5,0.000155926,0,40,20,20,66,39.25,0
139,0.2,0.666666667,6.10E-05,0.000253201,40,20,20,59,33,0
139,0.2,0.666666667,0.000320911,9.54E-07,40,20,20,59,33,0
279,0.666666667,2,0.122812033,0,84,64,42,195,195,0
1137,0.615384615,0.857142857,3.79E-05,9.54E-07,739,398,123.1666667,128,56.85714286,0
1908,0.5,1,9.54E-07,0.042648077,1664,1460,832,224,122,0
4482,0.666666667,2,0.083295107,1.992017031,2561,648,320.125,748,480.25,0
180,0.5,1,0.329432964,0.003396034,90,58,45,58,45,0
5878,0.714285714,1.8,0.037008047,0.036809921,3209,648,356.5555556,748,533.8,0
60,0,2,0.045989037,0,40,20,20,20,20,0
1830,0.4,1.142857143,0.000396967,0.009366989,1182,294,147.75,268,92.57142857,0
1908,0.5,1,9.54E-07,0.047329903,1664,1460,832,224,122,0
5228,0.384615385,0.857142857,0.000254869,0,781,549,130.1666667,1472,635.2857143,0
5130,0.692307692,2.25,0.075672865,1.008852005,3209,648,356.5555556,748,480.25,0
128,0,1,0.000372887,0.038613081,64,32,32,32,32,0
128,0,1,0.000334024,0.036692858,64,32,32,32,32,0
128,0,1,0.000244141,0.034354925,64,32,32,32,32,0
194,0.5,1,0.093184948,9.54E-07,83,63,41.5,91,55.5,0
279,0.666666667,2,0.125396967,0,84,64,42,195,195,0
60,0,2,0.038172007,0,40,20,20,20,20,0
961,0.333333333,1.25,0.000730991,0.013667107,621,294,124.2,268,85,0
5262,0.642857143,1.8,0.083076,1.994577169,2593,648,288.1111111,748,533.8,0
177,0.4,0.666666667,0.000452995,9.54E-07,40,20,20,66,45.66666667,0
301,0.285714286,0.75,9.89E-05,1.91E-06,96,32,32,78,51.25,0
177,0.4,0.666666667,0.000350952,0.00041008,40,20,20,66,45.66666667,0
128,0,1,0.001960993,0.037607908,64,32,32,32,32,0
1908,0.5,1,9.54E-07,0.071509123,1664,1460,832,224,122,0
60,0,2,0.037637949,0,40,20,20,20,20,0
2699,0.428571429,1.1,0.000672817,0.004269123,1743,294,158.4545455,268,95.6,0
4860,0.727272727,1.75,0.036478996,0.036723137,2582,648,368.8571429,748,569.5,0
2178,0.416666667,1,0.000360966,0.000175953,1375,595,229.1666667,391,133.8333333,0
157,0.5,0.333333333,0,0.000251055,20,20,20,66,45.66666667,0
197,0.333333333,0.5,0.000316143,0,40,20,20,66,39.25,0
279,0.666666667,2,0.126180172,0,84,64,42,195,195,0
5910,0.666666667,2,0.082042933,1.989701033,3241,648,324.1,748,533.8,0
1908,0.5,1,9.54E-07,0.042423964,1664,1460,832,224,122,0
194,0.5,1,0.093844891,0.00018096,83,63,41.5,91,55.5,0
128,0,1,0.705844164,0.740355015,64,32,32,32,32,0
60,0,2,0.039662123,0,40,20,20,20,20,0
962,0.333333333,1.25,0.00079298,0.008109808,621,294,124.2,269,85.25,0
4482,0.666666667,2,0.083049059,0.99395895,2561,648,320.125,748,480.25,0
201,0.25,1,0.04886508,0.049594164,64,32,32,105,68.5,0
201,0.25,1,0.044778824,0.045213938,64,32,32,105,68.5,0
1909,0.5,1,9.54E-07,0.045526981,1665,1460,832.5,224,122,0
5878,0.714285714,1.8,0.040858984,0.040117979,3209,648,356.5555556,748,533.8,0
1128,0.375,1,0.000446081,1.19E-06,748,580,187,276,95,0
7347,0.565217391,0.769230769,7.08E-05,0,868,135,86.8,1472,498.3846154,0
60,0,2,0.03590703,0,40,20,20,20,20,0
1832,0.4,1.142857143,0.000411987,0.002827168,1182,294,147.75,269,92.85714286,0
30599,0.5,0.724137931,7.70E-05,0,8144,1116,193.9047619,1472,387.1551724,0
37910,0.323076923,0.625,4.01E-05,0,2907,444,116.28,1460,875.075,0
2221,0.625,1,0.000112057,0,632,164,79,388,198.625,0
279,0.666666667,2,0.123795986,0,84,64,42,195,195,0
8421,0.428571429,1,6.41E-05,9.54E-07,2645,1103,188.9285714,1472,412.5714286,0
5390,0.5,0.818181818,0.000204802,0,3989,1094,443.2222222,360,127.3636364,0
3909,0.470588235,0.888888889,0.000289917,9.54E-07,2888,1094,361,360,113.4444444,0
5382,0.5,0.818181818,0.00031209,1.91E-06,3981,1094,442.3333333,360,127.3636364,0
91,0.333333333,0.5,0,0,20,20,20,51,35.5,0
2439,0.428571429,1,7.10E-05,0.000195026,1798,1090,256.8571429,360,91.57142857,0
2443,0.428571429,1,0.000348091,0,1802,1094,257.4285714,360,91.57142857,0
949,0.4,1,0.000206947,9.54E-07,688,537,137.6,116,52.2,0
2464,0.411764706,0.888888889,0.000205994,0,1764,1036,220.5,348,77.77777778,0
172902,0.492668622,0.515555556,0,0,20870,1460,179.9137931,1472,675.6977778,0
128,0,1,14.40585494,14.4352591,64,32,32,32,32,0
60,0,2,0.03819108,0,40,20,20,20,20,0
2702,0.428571429,1.1,0.000218868,0.007169008,1743,294,158.4545455,269,95.9,0
96392,0.178571429,0.473684211,4.60E-05,0,2503,539,69.52777778,1472,1235.381579,0
18866,0.426470588,0.942857143,0,0,15817,1460,479.3030303,456,87.11428571,0
1556,0.444444444,1.25,0.000258923,0.18302393,863,647,172.6,319,173.25,0
6324,0.428571429,0.909090909,0,0,4697,1480,469.7,377,147.9090909,0
128,0,1,3.212976933,3.251577139,64,32,32,32,32,0
128,0,1,0.000140905,0.037366867,64,32,32,32,32,0
40401,0.373333333,0.744186047,0.000109911,0,4581,1174,143.15625,1452,833.0232558,0
80214,0.357142857,0.415730337,2.91E-05,0,4142,549,111.9459459,1472,854.741573,0
194,0.5,1,0.084686995,9.54E-07,83,63,41.5,91,55.5,0
442168,0.087179487,0.207430341,0.000128031,0,3215,636,47.98507463,1472,1358.987616,0
233759,0.072463768,0.224852071,5.70E-05,0,2655,651,69.86842105,1472,1367.47929,0
178725,0.091463415,0.242424242,0.000119925,0,3117,637,97.40625,1472,1330.363636,0
108925,0.131313131,0.192771084,0.000154972,0,2197,637,137.3125,1472,1285.879518,0
93676,0.125,0.222222222,0.000372171,0,1580,637,98.75,1472,1279.111111,0
206661,0.083769634,0.264900662,0.000127792,0,2060,637,51.5,1472,1354.97351,0
5318772,0.025531002,0.261434371,1.00E-05,0,41020,537,42.46376812,1472,1428.349662,0
7043,0.5,0.833333333,0.000195026,0,1347,539,134.7,1472,474.6666667,0
7706,0.368421053,0.9,1.19E-06,0,3440,1460,382.2222222,1452,426.6,0
6968,0.482758621,0.705882353,0.000137091,0,1605,537,133.75,1472,315.4705882,0
5470,0.52173913,1.090909091,1.91E-06,0,4500,1460,375,298,88.18181818,0
3174,0.473684211,1.111111111,0.0004282,0.001744986,2055,943,205.5,612,124.3333333,0
7063,0.526315789,0.9,0.004661083,0,2600,902,288.8888889,1460,446.3,0
3480,0.541666667,0.714285714,0.000167847,0,1662,621,166.2,612,129.8571429,0
1782,0.4,1,0.000597,0.028944969,822,622,164.4,612,192,0
6063,0.533333333,0.764705882,7.87E-06,0,2926,1072,225.0769231,698,184.5294118,0
91,0.333333333,0.5,0,9.54E-07,20,20,20,51,35.5,0
91,0.333333333,0.5,0,9.54E-07,20,20,20,51,35.5,0
91,0.333333333,0.5,0,0.002236843,20,20,20,51,35.5,0
91,0.333333333,0.5,0,9.54E-07,20,20,20,51,35.5,0
91,0.333333333,0.5,0,0.000577927,20,20,20,51,35.5,0
107672,0.189189189,0.353658537,0.000189066,0,6157,740,212.3103448,1472,1237.987805,0
307136,0.114503817,0.218604651,0.000183105,0,8788,848,186.9787234,1472,1387.665116,0
180015,0.086666667,0.19047619,0.000178099,0,4279,734,178.2916667,1472,1394.730159,0
33429,0.357142857,0.615384615,0.000248194,0,4581,664,286.3125,1472,1109.538462,0
98426,0.135416667,0.333333333,8.80E-05,0,3444,623,143.5,1472,1319.194444,0
177751,0.187878788,0.341463415,0.000196934,0,9646,740,229.6666667,1472,1366.707317,0
13368,0.411764706,0.888888889,8.20E-05,0,1778,537,111.125,1472,643.8888889,0
4764,0.357142857,0.75,0.000512838,0,737,537,122.8333333,1472,503.375,0
198476,0.076923077,0.434482759,0.000143051,0,2499,642,39.66666667,1472,1351.565517,0
154926,0.071428571,0.5,0.000136137,0,2359,642,42.125,1472,1362.205357,0
2446,0.470588235,0.888888889,0.000326872,0,1342,631,167.75,607,122.6666667,0
3931,0.523809524,0.75,0.000203133,0,1946,863,216.2222222,643,165.4166667,0
263292,0.048689139,0.467032967,0.000180006,0,4889,711,57.51764706,1472,1419.796703,0
114043,0.092307692,0.529411765,0.000117064,0,2139,642,47.53333333,1472,1316.517647,0
119446,0.088235294,0.528089888,0.00022912,0,2179,642,46.36170213,1472,1317.606742,0
80790,0.134146341,0.413793103,0.000169039,0,2978,693,124.0833333,1472,1341.586207,0
34563,0.276595745,0.566666667,0.000154018,0,3633,792,213.7058824,1472,1031,0
55681,0.127272727,0.341463415,0.00022006,0,2344,793,167.4285714,1472,1300.902439,0
2067,0.428571429,1,0.000303984,0,1621,913,231.5714286,165,63.71428571,0
19435,0.315789474,0.652173913,0.000124931,0,3121,1377,208.0666667,1472,709.3043478,0
279,0.666666667,2,0.123996019,0,84,64,42,195,195,0
184,0.2,0.666666667,6.691131115,9.54E-07,64,32,32,56,40,0
91,0.333333333,0.5,0,1.19E-06,20,20,20,51,35.5,0
124,0.2,0.666666667,0.865241051,0.000701189,40,20,20,44,28,0
104,0.25,1,0.794170856,0,40,20,20,44,32,0
104,0.25,1,0.657854795,9.54E-07,40,20,20,44,32,0
104,0.25,1,0.576762199,9.54E-07,40,20,20,44,32,0
104,0.25,1,0.577520132,0,40,20,20,44,32,0
104,0.25,1,0.57543087,9.54E-07,40,20,20,44,32,0
104,0.25,1,0.344841957,1.19E-06,40,20,20,44,32,0
124,0.2,0.666666667,0.31351018,0,40,20,20,44,28,0
104,0.25,1,0.303981066,0.002486944,40,20,20,44,32,0
124,0.2,0.666666667,0.270427942,0.000144958,40,20,20,44,28,0
124,0.2,0.666666667,0.256982088,0.000763893,40,20,20,44,28,0
104,0.25,1,0.137193918,9.54E-07,40,20,20,44,32,0
104,0.25,1,0.133771896,0.000166893,40,20,20,44,32,0
104,0.25,1,0.110105038,9.54E-07,40,20,20,44,32,0
2545,0.529411765,1.125,0.000153065,2.00E-05,1929,1209,214.3333333,169,77,0
1872,0.444444444,1,0.000221968,9.54E-07,1402,538,155.7777778,199,52.22222222,0
21554,0.344827586,0.611111111,0.000271082,9.54E-07,1809,979,164.4545455,1452,1096.944444,0
7506,0.333333333,0.875,0.000247955,9.54E-07,770,537,110,1452,842,0
5588,0.4,0.666666667,0.000254869,0,750,537,125,1472,537.5555556,0
5328,0.272727273,0.833333333,0.000263214,9.54E-07,637,537,127.4,1472,781.8333333,0
7613,0.423076923,0.857142857,0.000137091,0,1445,537,120.4166667,1460,440.5714286,0
385858,0.089673913,0.300353357,0.000112057,0,4066,537,47.83529412,1472,1349.088339,0
280395,0.142372881,0.446078431,5.41E-05,0,4495,263,49.3956044,1472,1352.45098,0
7742,0.5,0.857142857,0.000135183,0,1732,541,144.3333333,1260,429.2857143,0
838,0.571428571,0.75,8.61E-05,0,393,283,131,303,111.25,0
5416,0.294117647,0.545454545,0.000725031,0,750,537,125,1260,424.1818182,0
1185854,0.050570962,0.243407708,6.20E-05,0,7829,537,32.62083333,1260,1194.751521,0
5436,0.277777778,0.636363636,0.000267982,0,770,537,110,1260,424.1818182,0
4880,0.166666667,0.5,0.001254082,0,617,537,154.25,1260,532.875,0
5416,0.294117647,0.545454545,0.000824213,0,750,537,125,1260,424.1818182,0
5416,0.294117647,0.545454545,0.001162052,0,750,537,125,1260,424.1818182,0
48751,0.246153846,0.413043478,0.000140905,0,1712,537,90.10526316,1472,1022.586957,0
6363,0.428571429,1,0.000217915,9.54E-07,1782,1032,254.5714286,1452,654.4285714,0
5895,0.4375,1,0.000218868,9.54E-07,1895,1092,236.875,1460,500,0
5518,0.428571429,1,0.000221014,0,1606,823,229.4285714,1460,558.8571429,0
8978,0.555555556,0.8,0.000130177,0,3467,574,173.35,1460,220.44,0
100998,0.217054264,0.482758621,7.10E-05,0,2827,541,67.30952381,1380,1128.402299,0
6608,0.545454545,0.833333333,0.000205994,0,1517,570,151.7,1460,424.25,0
65018,0.647272727,0.923076923,0,0,47438,1460,359.3787879,1460,122.9370629,0
30071,0.205128205,0.5,0.000169992,0,1871,976,143.9230769,1380,1084.615385,0
11196,0.35,0.818181818,9.54E-07,0,2253,1460,250.3333333,1460,813,0
1115,0.5,1,0.159487963,0.074896097,930,910,465,165,92.5,0
1434,0.6,0.666666667,0.050467014,0,1077,1057,538.5,283,119,0
10196,0.380952381,1.1,9.54E-07,9.54E-07,5603,1460,509.3636364,1460,459.3,0
7847,0.4375,0.777777778,0.000234127,1.91E-06,1975,1200,282.1428571,1380,652.4444444,0
13274,0.466666667,0.764705882,0.000115871,0,6306,1275,485.0769231,1380,409.8823529,0
11763,0.413793103,0.933333333,0.00010705,9.54E-07,5147,1276,367.6428571,1380,441.0666667,0
91748,0.134615385,0.424657534,0.000169992,0,1774,537,57.22580645,1472,1232.520548,0
2262,0.571428571,0.75,0.304934025,0.142475843,1468,977,489.3333333,377,198.5,0
10866,0.391304348,0.916666667,0,0,4766,1380,433.2727273,1380,508.3333333,0
